0,1206,1215,1000000000000,0,50000000000,50000000000,3289920,NO_ONGOING,
1,1206,1215,1000000000000,0,50000000000,50000000000,3768780,NO_ONGOING,
2,1206,1215,1000000000000,0,50000000000,50000000000,1435200,NO_ONGOING,
3,1206,1215,1000000000000,0,50000000000,50000000000,1933380,NO_ONGOING,
4,1206,1215,1000000000000,0,50000000000,50000000000,1868520,NO_ONGOING,
5,1206,1215,1000000000000,0,50000000000,50000000000,2305980,NO_ONGOING,
6,1206,1215,1000000000000,0,50000000000,50000000000,1362060,NO_ONGOING,
7,1206,1215,1000000000000,0,50000000000,50000000000,756240,NO_ONGOING,
8,1206,1215,1000000000000,0,50000000000,50000000000,912180,NO_ONGOING,
9,1206,1215,1000000000000,0,50000000000,50000000000,1235100,NO_ONGOING,
10,1206,1215,1000000000000,0,50000000000,50000000000,1126080,NO_ONGOING,
11,1206,1215,1000000000000,0,50000000000,50000000000,1880940,NO_ONGOING,
12,1206,1215,1000000000000,0,50000000000,50000000000,1290300,NO_ONGOING,
13,1206,1215,1000000000000,0,50000000000,50000000000,932880,NO_ONGOING,
14,1206,1215,1000000000000,0,50000000000,50000000000,9305340,NO_ONGOING,
15,1206,1215,1000000000000,0,50000000000,50000000000,1720860,NO_ONGOING,
16,1206,1215,1000000000000,0,50000000000,50000000000,774180,NO_ONGOING,
17,1206,1215,1000000000000,0,50000000000,50000000000,4765140,NO_ONGOING,
18,1206,1215,1000000000000,0,50000000000,50000000000,615480,NO_ONGOING,
19,1206,1215,1000000000000,0,50000000000,50000000000,876300,NO_ONGOING,
20,1206,1215,1000000000000,0,50000000000,50000000000,2139000,NO_ONGOING,
21,1206,1215,1000000000000,0,50000000000,50000000000,861120,NO_ONGOING,
22,1206,1215,1000000000000,0,50000000000,50000000000,1087440,NO_ONGOING,
23,1206,1215,1000000000000,0,50000000000,50000000000,411240,NO_ONGOING,
24,1206,1215,1000000000000,0,50000000000,50000000000,3102240,NO_ONGOING,
25,1206,1215,1000000000000,0,50000000000,50000000000,266340,NO_ONGOING,
26,1206,1215,1000000000000,0,50000000000,50000000000,1858860,NO_ONGOING,
27,1206,1215,1000000000000,0,50000000000,50000000000,0,NO_ONGOING,
28,1206,1215,1000000000000,0,50000000000,50000000000,1766400,NO_ONGOING,
