11,0,0
11,29895211,0
11,1119764598,1380
11,1408101823,2760
11,4483980664,6900
11,4572315886,9660
11,4659503904,12420
11,4740955880,15180
11,4814377370,17940
11,4895829351,20700
11,4983017382,23460
11,5070214693,24840
11,5236560294,30360
11,5445343447,35880
11,5529089871,38640
11,5617425134,41400
11,5703465984,44160
11,5791801254,46920
11,6053365472,53820
11,6139406336,56580
11,6427744054,57960
11,6770372789,63480
11,6856413681,66240
11,6944748998,69000
11,7031937119,71760
11,7378404452,73140
11,7379542382,78660
11,7722558856,84180
11,7809746995,86940
11,8098084885,88320
11,9384200096,89700
11,9672150625,91080
11,10012485521,96600
11,10100820958,99360
11,10189156417,102120
11,10274050227,104880
11,10357796815,107640
11,10442690634,110400
11,10531026102,113160
11,10705402602,121440
11,10791443645,124200
11,10876337478,126960
11,10963525740,129720
11,11051861215,132480
11,11304248332,139380
11,11391436609,142140
11,11479772103,144900
11,11565813174,147660
11,11650707038,150420
11,11735600901,153180
11,11820494771,155940
11,11908830281,158700
11,12169257273,160080
11,12170395205,166980
11,12257583516,169740
11,12341330191,172500
11,12428518509,175260
11,12516854041,178020
11,12772682958,184920
11,12861018518,187680
11,12948206856,190440
11,13030806328,193200
11,13117994686,195960
11,13204035819,198720
11,13292371382,201480
11,13466748091,209760
11,13553936464,212520
11,13638830387,215280
11,13727165980,218040
11,13814354349,220800
11,13901542723,223560
11,13984142244,226320
11,14071330623,229080
11,14158528286,230460
11,14332905062,235980
11,14588724899,241500
11,14930595244,247020
11,15016636443,249780
11,15104972091,252540
11,15193307725,255300
11,15280496150,258060
11,15365390150,260820
11,15452578581,263580
11,15540914229,266340
11,15800194419,267720
11,15801332353,274620
11,15878195857,277380
11,15966531521,280140
11,16050278333,282900
11,16138614004,285660
11,16399032193,292560
11,16483926220,295320
11,16572261922,298080
11,16659450399,300840
11,16746638879,303600
11,16832680146,306360
11,16921015862,309120
11,17094245628,317400
11,17177992480,320160
11,17266328194,322920
11,17353516696,325680
11,17441852417,328440
11,17701123537,335340
11,17788312056,338100
11,17875500577,340860
11,17963836318,343620
11,18047583199,346380
11,18133624517,349140
11,18220813050,351900
11,18308001604,354660
11,18396346639,356040
11,18568429301,358800
11,18655608571,364320
11,19000921157,369840
11,19089256955,372600
11,19173003878,375360
11,19261339666,378120
11,19347381027,380880
11,19433422391,383640
11,19520610974,386400
11,19603210694,389160
11,19605505127,391920
11,19690399285,394680
11,19692693716,397440
