45,31472789,31000000
45,5830139656,61875000
45,6248484237,74890625
45,6335672319,76404296
45,6422860419,77728759
45,6510048507,79012664
45,6597236600,91011081
45,6682130277,101134695
45,6770465587,110117858
45,7115776387,107353125
45,7202964516,104808984
45,7283269361,101832861
45,7357838158,98353753
45,7439290218,105559533
45,7527625560,113614591
45,7785748334,110037767
45,7874083701,107408046
45,7958977424,104482040
45,8047312784,102546785
45,8386887727,111103436
45,8474075892,108215506
45,8560116851,105438567
45,8646157812,103008746
45,8732198776,111632652
45,8819386955,119303570
45,8904280714,125890623
45,8906575136,121029295
45,8991468900,116775633
45,8993763323,113053678
45,9079804298,109921968
45,9082098735,107306722
45,9168139718,105018381
45,9425115468,112766083
45,9513450885,109670322
45,9601786304,106961531
45,9690121742,104716339
45,10031991356,112876796
45,10116885160,109392196
45,10205220605,106843171
45,10291261627,104237774
45,10371566583,111958052
45,10449577117,117713295
45,10536765361,123624133
45,10623962903,129921116
45,10883223962,134930976
45,10966970589,128439604
45,11054158852,123384653
45,11142494333,118961571
45,11484364164,125716374
45,11568110811,120501827
45,11656446311,116439098
45,11742487390,112634210
45,11829675684,120179933
45,11914569556,126657441
45,12001757856,132325260
45,12088955454,137534602
45,12613223295,142342776
45,12695822755,134799929
45,12779569449,128449937
45,12862168930,122768694
45,12948210055,128547607
45,13036545606,134229156
45,13901545922,137950511
45,13989881511,131706697
45,14078217117,126368359
45,14166552715,121572314
45,14513011865,128000774
45,14600200264,122875677
45,14687388666,118391217
45,14775724286,114592314
45,15123330742,122393274
45,15411669307,143094114
45,18358482372,135957349
45,18444523699,129712680
45,18532859462,124498595
45,18616606364,119436270
45,18703794916,125881736
45,18785247394,131271519
45,18873583169,136112579
45,19214306925,129098506
45,19299201067,123586192
45,19386389645,119012918
45,19473578224,115011303
45,19560766809,122384890
45,19649102628,129086778
45,20168792571,134325930
45,20457131611,153660188
45,21633880731,145452664
45,21719922179,138021081
45,21807110860,131768445
45,21894299531,137172389
45,21982635421,141900840
45,22244201475,135038235
45,22329095725,128783455
45,22415137197,123435523
45,22503473106,119006082
45,22530475943,118505321
45,22564891172,111317155
45,22617661108,108277510
45,22619955440,101617821
45,22671578201,95665593
45,22673872533,90457393
45,22730083993,86525218
45,22732378325,83084565
45,22798914310,81198994
45,22801208657,79924119
45,22863155959,86308604
45,22865450309,83895028
45,22935427818,90158149
45,22937722171,88138380
45,22940016504,86496082
